ada beberapa dampak positif dan negatif mengenai hal itu,menurut saya tidak semua profesi seperti guru yang mengajarkan rasa kasih sayang terhadap sesama manusia digantikan oleh robot yang tidak ada perasaan ,"saya belum tahu pasti, karena ada beberapa pelaporan keuangan yang perlu di analisis oleh kognitif manusia ",bisa jadi karena data yang diambil banyak dan memerlukan sebuah teknologi untuk membantu proses kinerja bidang ini,saya tidak tau dan saya tidak yakin 
Sebenarnya hal ini merupakan dampak negatif bagi mahasiswa karena mungkin saat ini banyak mahasiswa ataupun pelajar menyalahgunakan teknologi saat ini sehingga kurangnya pengetahuan ataupun dalam hal kecilnya seperti menjadi minimnya SDM yang suka atau tertarik dengan membaca,Menurut saya akan berdampak secara tidak langsung. Tetapi Menurut saya secanggih²nya teknologi pasti akan membutuhkan human dalam penggunaannya. Hal ini menjadi PR bagi mahasiswa ataupun pelajar untuk meningkatkan softskill dg lainnya,Bisa jadi. Namun penggunaan aplikasi akuntansi juga akan tetap membutuhkan human dalam pengerjaannya meskipun suatu saat nanti akan menurun,Iyaa. Karena pasti semakin zaman teknologi juga akan semakin meningkat,Mungkin bisa jadi namun tidak sepenuhnya. Karena pada dasarnya yg menjalankan aplikasi juga SDM jadi tugas mahasiswa saat ini adalah bersaing dg SDM yg lain untuk bisa mendapatkan pekerjaan di masa yang akan datang. Yang mana pekerjaan itu akan sangat diminimalisir oleh teknologi 
Menurut saya sangat bagus karena dapat memudahkan dalam penggunaan data agar lebih cepat di barengin dengan keefisiensinya dalam Pengolahan Big Data.,Sangat berdampak pada pada big data robotic dan kecerdasan buatan karena nantinya bisa tergantikan proses nya bukan Awal dan asal pembuatan nya,Iyaa karena bisa digunakan atau bisa dipelajari melalui teknologi yang ada namun untuk materi dasar atau pembahasan dasar yang harus dilakukan dan dipelajari melalui profesi akuntansi ini namun ketika sudah berjalan bisa tergantikan ,Bisa jadi seiring di selingi dengan teknologi namun tetep dengan profesi yang ada,Tidak karena masih di butuhkan profesi akuntansi ini
Menurut saya cukup meresahkan untuk masa depan karena kebanyakan tenaga kerja manusia dapat tergantikan oleh robotik,Iyaa berdampak karena dapat mengakibatkan lowongan kerja berkurang ,Bisa jadi iya bisa jadi tidak disisi lain saya belum tau apakah robotik bisa membuat semisal laporan keuangan perusahaan atau tidak kalo semisal robotik dapat membuat seperti itu bisa jadi profesi akuntansi terkena dampaknya,Seperti jawaban saya di pertanyaan sebelumnya ,Yaa seperti jawaban saya di pertanyaan sebelumnya jga bisa jadi iya bisa jadi tidak kemungkinan iya karena saya yakin semakin bertambah nya tahun maka robotik tersebut semakin berkembang 
"Ai benar-benar membantu kegiatan manusia, namun disisi lain manusia juga harus belajar lagi dan menyesuaikan diri dengan kemajuan teknologi seperti pada industry 4.0","Iya berdampak, tapi beberapa profesi tidak 100% terdampak seperti desain baju dll karena desain mengikuti suatu tren, dan sekalipun ai dapat membuat desain tetapi hanya dapat membantu saja bukan membuat suatu ide baru","Iya seperti pada bagian pembukuan, pelaporan namun seperti pada auditing masih membutuhkan tenaga manusia terlebih bagian penilaian harga pada suatu aktiva","Iya, namun hal tersebut hanya mungkin dapat digunakan pada perusahaan besar, untuk skala menengah dan kecil kebanyakan masih semi manual karena terhalang biaya dan sdm","Iya untuk beberapa bagian akuntansi, namun juga masih relevan pada bidang ini"
"Menurut saya, hal itu sangat memudahkan, efektif dan instan.",Munculnya society 5.0 berdampak pada semua profesi entah itu sedikit atau banyak.,"Profesi akuntansi akan ikut terkena dampak dari society 5.0, karna sekarang saja sudah banyak kecerdasan buatan yang membantu pekerjaan profesi akuntansi.","Menurut saya iya, banyak tahapan-tahapan dalam proses akuntansi dan keuangan yang menggunakan kecerdasan buatan.","Menurut saya tidak, karena meskipun kecerdasan buatan lebih efektif dan efisien. Terjadinya proses akuntansi didunia nyata tidak akan dapat diinput kedalam kecerdasan buatan tanpa akuntan."
"Jika adanya big data robotic dan kecerdasan buatan, memang kinerja manusia bisa saja kurang dibutuhkan, namun sebenernya yang membuat big data dsb itu kan manusia, jadi kita sekarang harus mengikuti trend dan benar benar harus mengerti IT agar tidak di singkirkan oleh zaman ","Iya berdampak pada profesi, profesi yang sudah tidak lagi di butuhkan akan disingkirkan oleh robot yang bisa membuat semua pekerjaan lebih efisien","Menurut saya bisa saja karena banyak robot skrg yang sudah bisa membaca bagaimana rumus rumus akuntansi, tetapi bisa juga tidak karena adanya keterbaharuan mengenai sebuah ilmu juga akan berdampak pada robot, bisa saja robot itu tidak bisa memperbaharui pengetahuan nya, jadi masih membutuhkan manusia ",Tidak juga,Tidak menurut saya
"Bagus, tingkat modernisasi terus berkembang. Kebutuhan manusia semakin mudah untuk dipenuhi melalui hasil dari teknologi. Disamping itu, efek negatif yang muncul dari modernisasi ini yaitu keharusan kita meningkatkan kemampuan agar tidak kalah saing dengan teknologi yang lahir dari pembuat teknologi ",Tentu saja iya. Teknologi hadir sebagai evolusi pada kehidupan manusia,"Jelas sekali iya. Terlihat dari kemampuan teknologi yang mampu meniru berbagai pekerjaan akuntansi. Tetapi, yang mampu mengetahui sistem, mempresentasikan hasil akuntansi, dan yang mampu merevisi kesalahan yang adalah hanyalah akuntan ","Melalui prediksi, profesi akuntan akan tergeser dengan kemampuan teknologi. Karena kemampuan teknologi mampu di masuki berbagai sumber pengetahuan yang manusia miliki","Melalui prediksi, profesi akuntan akan tergeser dengan kemampuan teknologi. Karena kemampuan teknologi mampu di masuki berbagai sumber pengetahuan yang manusia miliki"
Makin mudahnya dalam melakukan pekerjaan,"Tentunya ada karena dengan dengan adanya big data, robotic, dan ai sangat memudahkan pekerjaan di berbagai profesi ",Betul karena dengan  ada perkembangan ia yang mulai  digunakan,Tentunya tapi walaupun memakai ai tetap harus ada pengawasan atau evaluasi ,Mungkin iya tapi dalam tetap ada peranan manusia
"Dengan ada society 5.0 memiliki dampak baik dan dampak buruk.  Akan tetapi saya melihat di kehidupan sehari hari kita. Society 5.0  sangat banyak dampak buruk nya, kita khususkan saja sebagai mahasiswa dengan ada nya chatgpt membuat sebagian besar mahasiswa memanfaatkan dengan cara yang salah. Bahkan sampai ada yang membuat artikel dan makalah melalui Chatgpt. ","Menurut saya iya, karena setiap profesi pasti akan selalu berkaitan dengan teknologi² seiring berkembangnya ilmu pengetahuan ini. Akan tetapi tidak semua pekerjaan profesi tersebut dapat digantikan dengan teknologi","Iyaaa, ada beberapa tugas akuntan yang akan digantikan oleh AI. Akan tetapi perusahaan tetap akan membutuhkan seorang akuntan dalam mengawasi nya. ",Mungkin lebih ke 50:50 terbagi oleh AI dan akuntan. ,Kurang tauu hhe
untuk mempermudah dan memenuhi kebutuhan kehidupan sehari-hari manusia. ,"berdampak, karena dengan adanya society 5.0 mempermudah kita dalam mengerjakan kegiatan sehari-hari","Tidak, meskipun mengalami banyak perubahan, profesi akuntan dinilai masih eksis hingga masa kini. Agar dapat menyesuaikan diri dengan era transformasi digital yang semakin canggih, seorang akuntan perlu meng-upgrade kualitas diri.",menurut saya meskipun ada penggunaan robotic dibidang akuntansi tetapi profesi ini tetap dibutuhkan,insyaAllah tidak
sangat membantu dan memudahkan pekerjaan ,iya terjadi transofmasi dalam berbagai aspek yang menyebabkan beberapa profesi terancam ,benar,benar banyak ditemukan teknologi akuntansi yang semakin memudahkan proses pencatatan dan menampilan informasi akuntansi,bisa saja kalau tidak ada sinergi untuk membendung itu
"Saya memiliki argumen positif dan negatif mengenai hal tersebut, argumen positif saya adalah karena dapat lebih efisien dalam melakukan kegiatan atau pekerjaan yang dilakukan oleh manusia, argumen negatifnya adalah karena dengan adanya robotic dapat menurunkan lapangan pekerjaan manusia karena digantikan oleh robotic",Menurut saya berdampak pada semua profesi karena robotic tersebut dapat diprogram untuk melakukan tugas atau pekerjaan di bidang tertentu ,"Iya karena menurut saya dengan adanya society 5.0 juga berdampak pada bidang profesi akuntansi karena yang awalnya laporan keuangan dibuat oleh manusia, dapat digantikan dengan aplikasi atau software terkait akuntansi ",Iya karena perusahaan akan mementingkan dalam efektivitas dan efisiensi dalam mencapai tujuan perusahaan ,Menurut saya peran manusia masih penting dalam society 5.0 karena dalam mengakui setiap transaksi pada perusahaan masih diperlukan logika manusia untuk melakukannya
dengan adanya society 5.0 mungkin dapat membantu manusia di beberapa pekerjaan yang memang agak susah jika dilakukan tanpa ada inovasi teknologi,bisa berdampak pada semua jika robotic lebih efisien digunakan ,"tidak, karena akan dibutuhkan kecerdasan manusia untuk meneliti laporan",bisa saja di profesi lain akan terjadi disrupsi,bisa saja tergeser jika peran robotic lebih dibutuhkan 
era ini menyebabkan perubahan yang signifikan dalam segala sektor kehidupan manusia yang lebih menguntungkan dari segi efisiensi waktu dll,society 5.0 sangat berdampak dal.bidang profesi,"bisa jadi,",iya ,iya tetapi tidak signifikan
Menurut saya society 5.0 adalah era yang mana semua hal dapat di lakukan dengan mudah tanpa perlu banyak usaha dan semua hal yg berbau teknologi akan semakin luas penggunaannya dalam berbagai bidang kehidupan ,"Ya, semua bidang pekerjaan akan terdampak walau tidak semua bidang terkena dampak yang besar","Menurut saya iya, karena profesi akuntansi akan terdampak cukup besar karena profesi akuntansi profesi yang sering bersinggungan dengan penggunaan teknologi dalam mempermudah pekerjaan, sehingga kemungkinan besar akan terdisrupsi","Menurut saya tidak, dan karena masih butuh user sebagai pengguna teknologi tersebut tapi user tidak butuh ilmu yang banyak karena sudah dibantu oleh kecerdasan buatan ","Menurut saya dalam rentang waktu yang dekat tidak akan tergeser, namun dalam rentang waktu yang panjang ada kemungkinan akan tergeser "
Sangat membantu pekerjaan apalagi jaman saat ini manusia ingin yang praktis mudah dan cepat,"Iya sangat berdampak,ada dampak baiknya mungkin karena sangat membantu pekerjaan dan juga menghemat waktu,dan dampak buruknya manusia akan tergeser pekerjaannya",Iya sangat berdampak karena robotic atau kecerdasan buatan minim melakukan kesalahan,Mungkin karena minim kesalahan,"Iya bisa jadi,karena perusahaan pastinya ingin data yang valid "
"Society 5.0 untuk meningkatkan efisiensi dan produktivitas dalam berbagai sektor, serta mengurangi dampak negatif terhadap lingkungan dan membantu mencapai tujuan pembangunan berkelanjutan.",Sangat berdampak apa lagi bagi seorang akuntan yang sangat terancam jabatannya dengan kemajuan teknologi di era global yang akan munculnya sistem robot untuk membantu menyusun laporan keuangan perusahaan.,seorang akuntan perlu meng-upgrade kualitas diri agar tidak mudah tergeser dengan adanya robotic,Iya dengan kemajuan teknologi pasti orang cenderung menggunakan teknologi,Menurut saya tidak tergeser karena robotic hanya bisa menyusun laporan keuangan namun untuk menganalisis laporan keuangan tetap butuh menggunakan seorang akuntan
Untuk meningkatkan efisiensi dan produktivitas dalam berbagai sektor,Sangat berdampak pada karir seorang akuntan yang menimbulkan pergantian tenaga manusia terhadap robot sehingga menimbulkan banyak tenaga akuntan yang menganggur,Seorang akunta perlu upgrade diri agar tidak mudah tergeser dengan adanya robotic,Dengan kemajuan teknologi pasti orang cenderung menggunakan teknologi ,"Tidak tergeser, karena robotic hanya bisa menyusun laporan keuangan namun untuk menganalisis lapora keuangan tetep butuh seorang akuntan "
"Menurut saya, adanya teknologi 5.0 sangat membantu saya pribadi dalam menjalankan aktivitas, kegiatan perkuliahan saya cukup terbantu. ","Menurut saya, sebagian besar profesi mulai atau bahkan sudah beradaptasi dengan Artificial Intelligence. ","Menurut saya, belum sepenuhnya","Menurut saya, profesi akuntansi beradaptasi dengan adanya teknologi",Mungkin untuk saat ini belum
Iyaa,Iya sangat berdampak karena lebih efisien ,Iya paling pertama kali yang terkena,Iya,Iya pasti akan terjadi
menurut saya tentang society 5.0 itu baik namun kurang efektif karena hanya menguntung bagi pihak yang pembuat saja dan menguntungkan kepada orang yang paham dengan masalah itu,Berdampak karena dimasa yg akan datang mungkin semua pekerjaan atau profesi akan menggunakan kecerdasan buatan,"Yaa, mungkin dueres sekarang sudah banyak apk yang dibuat untuk membuat laporan keuangan jadi akan lebih baik jika menggunakan alat karena menghindari hal hak Yg tidak diinginkan ","Iya karena mengurangi kecurangan dari manusia itu sendiri, dan robot itu busa diprogram dengan baik, kecuali juka terjadi eror",Bisa jadii
Bagi saya cukup memberi kemudahan untuk kegiatan sehari-hari.,"Munculnya Society 5.0 berdampak signifikan pada semua bidang profesi sebagai hasil dari perkembangan big data, robotika, dan kecerdasan buatan. Society 5.0 menggambarkan masyarakat yang terhubung secara digital di mana teknologi informasi dan komunikasi memainkan peran sentral dalam kehidupan sehari-hari.","Profesi akuntansi adalah salah satu bidang profesi yang terkena dampak disrupsi oleh perkembangan teknologi. Perkembangan big data, analitik data, kecerdasan buatan, dan otomatisasi telah mengubah cara kerja dalam bidang akuntansi.","Adanya disrupsi di bidang profesi akuntansi telah mendorong penggunaan teknologi robotic, big data, dan kecerdasan buatan dalam aktivitasnya. Profesi akuntansi telah mengadopsi teknologi ini untuk meningkatkan efisiensi, akurasi, dan analisis dalam pekerjaan mereka.","Perkembangan teknologi robotic dan kecerdasan buatan telah mengubah cara kerja dalam bidang akuntansi dan dapat mempengaruhi peran tradisional akuntan. Namun, peran akuntan dalam rentang waktu beberapa tahun ke depan masih tetap relevan dan penting."
menurut saya dengan kemajuan ini kemampuan manusia semakin berkurang dan sebaiknya diseimbangkan antara manusia dan juga alat,iya tentu saja berdampak karena dapat menyebabkan pengangguran dini akibat kurang sdm yang digunakan,tentu saja iya,kemungkinan besar iya,sepertinya tidak
Akan banyak menggeserkan suatu aktivitas maupun profesi yang berhubungan dengan It,"Iyaa , karena umumnya sekarang lebih menggunakan aktivitas yang cepat ",Iya karena bidang akuntansi ini banyak menggunakan sistem yang memang lebih mudah menggunakannya,Iyaa lebih mudah dan cepat ketimbang dengan tenaga manusia yang mana meskipun manusia juga perlu dibutuhkan.,Iyaa bahkan sekarang pun sudah banyak tergeser 
"Menurut saya semua itu kembali pada pribadinya masing"" bagaimana cara beradaptasi dgn semua itu",Semuanya pasti berdampak tp dibalik itu semua ada positif dan negatif ,"Kalau menurut saya iyh,karna akuntansi pasti banyak peraturan yg sering berubah",Sebenarnya ada karna kalau tidak menggunakan komputer atau yg lain makan pekerjaan akan lebih sulit ,Tidak akan
Cukup membantu/memudahkan dalam penyelesaian tugas/pekerjaan,"Sangat, karena tidak menutup kemungkinan teknologi yang semakin berkembang tidak hanya membantu kita dalam hal pekerjaan tapi mungkin saja bisa menggantikan peran kerja kita.",Iya,"Belum, karena sejauh ini teknologi yang ada hanya sekedar memudahkan kita dalam penyusunan laporan dan pengoreksian data ","Tidak menutup kemungkinan, karena teknologi akan terus berkembang."
tidak dipungkiri bahwa teknologi sangat memudahkan segala sesuatu saat ini. pastinya banyak sekali kemudahan/keuntungan yang ada. namun pastinya juga ada efek negatif yang muncul terutama teknologj/robotic dapat menggantikan manusia.,"tidak tau pasti, tp dalam akuntansi mungkin saya pikir ini pastinya aman berdampak pada prospek kerja kedepannya. adanya AI ataupun robotic pastinya sangat berperan perting dalam.pekerjaan yang lebih efektif dan efisien.",Iya. mungkin akan menggantikan manusia dalam pembuatan laporan keuangan. tapi seperti yang kita tau perlu adanya pengguna yang dapat mengoperasikan alat teknologi,iyaa karena mengingat kita semakin berkembang dan mengikuti perkembangan zaman menggunakan teknologi.,menurut saya iya. tapi mungkin kedepannya kita juga harus mengikuti perkembangan seperti teknologi akuntansi sebagai pengguna teknologi
" visi masa depan yang digambarkan oleh Jepang yang menitikberatkan pada penerapan teknologi tinggi seperti IoT dan AI untuk meningkatkan efisiensi dan produktivitas dalam berbagai sektor, serta mengurangi dampak negatif terhadap lingkungan dan membantu mencapai tujuan pembangunan berkelanjutan","Ya, berdampak","Fifty fifty
Karena adanya dampak tersebut membuat seuatu kemajuan dan ke efektifan serta efisiensi dalam proses terkait akuntansi",Ya,"Menurut saya, tidak dapat di digantikan.
Akan tetapi, bisa sebagai alat pembantu ketelitian dalam proses keberlanjutan "
"Menurut saya, ",Menurut saya munculnya society 5.0 berdampak pada semua bidang profesi,Iyh,Bisa jadi ,Menurut saya tidak karena secanggih canggihnya robotik masih perlu menggunakan manusia
Pendapat saya tentang society 5.0 akan mempengaruhi banyak hal yang akan terjadi dimasa yang akan datang ,Menurut saya berdampak pada semua bidang karena teknologi bisa mencangkup segala hal,Menurut saya profesi akuntansi kemungkinan besar akan terkena disrupsi karena terganti kan oleh kecanggihan teknologi yang akan berkembang ,Menurut saya profesi akuntansi bisa jadi akan tergantikan oleh teknologi dimasa yang akan datang,Menurut saya iya
"menurut saya, di era kini menjadi tantangan baru bagi orang yang bekerja di bidang ekonomi, karena mereka semua bisa tergantikan oleh kinerja otomatis nya robot, walaupun pengoperasiannya masih menggunakan tangan manusia, tapi tentu saja dengan adanya hal tersebut membuat peluang kerja lebih sempit","iya, karena kini semua hal tergantung oleh kecepatan sistem oleh teknologi, mulai dari kesehatan, informasi, pendidikan maupun hingga orang yang bekerja di lapangan seperti teknis dll","iya, karena yang dahulunya memasukkan data secara manual, mengisi apapun menggunakan tulis tangan, tapi karena kini di era 5.0 serba robot dan banyak kecerdasan buatan lainya, maka pekerjaan manual bisa ke disrupsi dengan teknologi ",iyaa,"kemungkinan tidak, karena robot pun masih digerakkan oleh manusia "
"Pendapat saya tentang society 5.0 sebenarnya dapat memberikan dampak positif apabila digunakan dengan baik, seperti biasa mendapatkan informasi dengan mudah.","Menurut saya berdampak, karena sangat membantu di berbagai bidang.","Menurut saya iya, karena akuntansi termasuk bidang yang banyak diminati.","menurut saya iya, karena akuntansi banyak menggunakan teknologi robotic dan sebagainya.","Menurut saya iya, karena banyak yang terbantu salah satunya pada bidang akuntansi."
Menurut saya hal tersebut sangatlah bagus dimana ada kemajuan dari segi teknologi yang mana hal tersebut menunjukkan bukti adanya perkembangan zaman yang pesat,"Hampir tapi tidak semua profesi bisa digantikan, jadi menurut saya tidak berdampak pada semua bidang yang ada",Mungkin profesi bisa terancam tetapi tidak semua profesi akuntansi akan terdisrupsi,Iya,"Iya, karena profesi akuntan rentan untuk digantikan oleh kecerdasan buatan"
Menurut pendapat saya hal ini membantu. Dengan berkembangnya teknologi maka akan mempermudah segala hal.,Tidak menutup kemungkinan akan berdampak pada semua bidang profesi. Contohnya seperti aplikasi akuntansi untuk menyusun laporan keuangan. Hal ini mempengaruhi profesi akuntan. Namun tetap saja hal tersebut harus dijalankan oleh seorang akuntan. Jadi menurut saya walaupun sebanyak apapun robotic big data dsb menurut saya profesi akuntan masi diperlukan hanya saja mungkin tidak banyak dan harus dgn kualitas akuntan yang baik. ,"Menurut saya hal ini mungkin tidak mengganggu untuk saat ini. Namun, tidak menutup kemungkinan semakin berkembangnya teknologi bisa jadi hal ini akan menyebabkan disrupsi.",Iya karena menggunakan teknologi mempermudah seorang akuntan dalam menyusun laporan keuangan.,"Menurut saya tidak. Karena baik itu berkembang sangat pesat, teknologi pasti harus dijalankan oleh seorang akuntan. "
"menurut saya munculnya big data, robotic dan kecerdasan buatan itu sangat bagus karena itu membuktikan bahwa zaman semakin maju dan modern dan memudahkan kita dalam beberapa hal tetapi dampak negatifnya adalah ketika muncul nya society 5.0 banyak para pelajar salah memanfaatkan hal tersebut dan malah ketergantungan pada kecerdasan buatan sehingga mereka semakin malas untuk belajar. ","tidak semua bidang profesi akan berdampak karena walaupun telah muncul big data, robotic dan kecerdasan buatan akan ada beberapa hal yang tidak bisa dilakukan mereka. karna secanggih”nya mereka itukan yang membuat manusia",bisa iya bisa tidak ,mungkin iyaa,untuk hal ini mungkin tidak 
"Membantu dalam kehidupan sehari-hari, terutama dalam kegiatan kerja dimana tekonologi yang semakin canggih dapat mempercepat dan mempermudah para pekerja","Iya, termasuk di dunia kedokteran dimana profesi tersebut sangat butuh ketelitian yang tajam dan besar human error","Iya, profesi akuntansi yang berkaitan langsung dengan komputer atau teknologi big data",Iya ada karena kecerdasan buatan sangat membantu profesi akuntansi,Iya karena seorang akuntan secara langsung berhubungan dengan berkembangnya teknologi atau software
Sangat menarik,"Iya, semakin efisiensi tenaga kerja menjadi teknologi","Tidak, yang terkena disrupsi lebih kepada teknologi berbasis akuntansi untuk membantu pekerjaan akuntan tapi cara berpikir dan pengambilan keputusan akuntan tetap membutuhkan tenaga kerja manusia","Iya, karena dengan menggunakan teknologi akan mengurangi biaya tenaga kerja tentunya juga akan lebih efektif dan efisien","tidak, karena walaupun menggunakan telnologi tentunya juga akan tetap membutuhkan tenaga kerja untuk mengoperasikannya "
Sangat membantu dalam kehidupan yang semakin modern dengan mempermudah dan melancarkan produktivitas dalam berbagai sektor publik.,"Iya semua bidang karena sangat membantu dalam hal apa saja,  mengurangi dampak negatif terhadap lingkungan dan membantu mencapai tujuan pembangunan berkelanjutan",Iya bidang profesi akuntansi merupakan salah satu bidang yang terkena disrupsi,"Tidak semua dibidang profesi akuntansi menggunakan teknologi robotic,big data dan kecerdasan buatan dalam aktivitas karna sebagian aktivitas harus dilakukan oleh profesi akuntansi sendiri.",Menurut saya profesi akuntansi tidak bisa tergeser peranannya karna sangat penting untuk berbagai entitas dan sektor. Tetapi pekerjaan  akuntan  yang memerlukan keterampilan rendah seperti pencatatan transaksi bisa digantikan oleh robotic dan kecerdasan buatan.
Secara keseluruhan jika digunakan dengan baik dan tepat pada fungsinya (tidak mendominasi manusia) maka akan sangat membantu manusia dalam kesehariannya.,"Berdampak, sebab dapat membantu kegiatan manusia. ","Iya, sebab keberadaan akuntansi jika dikolaborasi dengan teknologi maka akan membantu  kegiatan manusia.",iya.,"Tidak, sebab tidak semua teknologi dapat menggantikan fungsi manusia dalam memenuhi aktivitasnya."
Kalau masih bermanfaat dan dalam batasan wajar tidak masalah,"Tidak, karena masih ada profesi yang tidak bisa digantikan dengan adanya big data, robotic dan kecerdasan buatan",Jika kecerdasan buatan dan robotic tidak bisa menggantikan profesi akuntansi,"Mungkin lebih mengarahkan saja, jadi untuk aktivitas utama nya masih perlu bantuan manusia",Saya rasa tidak akan menggeser profesi akuntansi
dapat membantu manusia dengan memudahkan pekerjaan ,"tidak semuanya, mungkin ada beberapa profesi","kebanyakan isu mengatakan iya, tetapi bagi saya tidak karena meskipun profesi akuntansi dibantu oleh beberapa teknologi tetapi masih memerlukan manusia untuk terus memantaunya","untuk membantu membuat pelaporan suatu keuangan iya, tetapi untuk profesi akuntansi dibidang analisis maupun auditor tidak akan bisa digantikan karena profesi tersebut tetap harus memerlukan integrasi manusia ketika mengerjakannya","menurut saya tidak kan karena era kecerdasan buatan tersebut hanya membantu untuk mempermudah pekerjaan, tidak untuk menyelesaikan pekerjaan "
menurut saya dengan adanya hal tersebut bisa membuat kita menjadi lebih malas,"sangat berdampak, karena nantinya pekerjaan akan digantikan oleh robot sehingga tidak membutuhkan tenaga ahli lagi","iya, karena saat ini saja sudah banyak aplikasi yang secara otomatis mengerjakan profesi akuntan dalam membuat laporan keuangan","iya, karena teknologi akan membuat akuntan lebih efisien dalam membuat laporan keuangan dan mengetahui hasilnya untuk kemudian dianalisis","iya, pastinya beberapa tugas profesi akuntan akan tergantikan oleh teknologi yang ada"
akan membawa dampak positif memudahkan pekerjaan manusia namun juga akan merugikan dibeberapa bidang pekerjaan,tidak semua,iya,iya,iya
munculnya hal tersebut cukup membantu kami melakukan penyelesaian terhadap tugas-tugas,iyaaa,"iya, dikarenakan banyak sekali aplikasi2 yang telah digunakan untuk mengganti profesi akuntan","tidak juga, karena aplikasi tersebut membutuhkan orang untuk menjalankannya",mungkin
Bagus. Meringankan kerjaan ,"Bisa jadi, dikarenakan semua manusia ingin kemudahan dan efisiensi yang akhirnya cenderung kepada keinginan masuk ke semua bidang profesi","Bisa jadi. Apalagi untuk seorang analis, semua akan dimudahkan dalam perangkat lunak akuntansi sehingga selain akuntan yang akan hilang hingga analis yang akan mungkin berdampak yang sama","Mungkin dengan adanya sistem akuntansi yang menggunakan robotic. Maka, bisa memungkinkan semua hal yang menunjang akan menggunakan hal serupa. Menurut saya, hal tersebut telah terjadi cuman saja tidak secara menyeluruh atau masih banyak yang tertinggal dan kemungkinan akan ada pengembangan dengan isu penyempurnaan sistem yang kurang","Perkembangan zaman mungkin iya, dikarenakan kecanggihannya sampai pada robot bisa membuat keputusan melalui kecerdasan buatan tersebut melalui input yang dimasukkan. Jadi, kesimpulannya bisa saja "
"dengan adanya era ini dapat memajukan tekonologi yang sudah ada. selain itu, dengan adanya era ini juga dapat membantu kemudahan dalam menjalankan suatu pekerjaan
",mungkin seperti itu sebab pada saat ini saja sebagian besar kegiatan telah menggunakan elektronik. dapat disimpulkan bahwa semua profesi ini akan terdampak dan terdapat pengaruh akibat adanya era ini.,"menurut saya, profesi akuntansi ini sedikit mengalami disrupsi sebab perlu melakukan penyesuaian akibat berkembangnya teknologi digital.","menurut saya, profesi akuntansi mungkin dalam beberapa tahap dapat menggunakan atau digantikan dengan tekonologi digital namun tetap membutuhkan peran manusia di dalamnya.","menurut saya, adanya disrupsi ini tidak ada membuat profesi akuntansi tergeser perannya oleh robotic dan kecerdasan digital sebab tetap perlu peran manusia untuk memberikan opini terhadap laporan keuangan yang telah dibuat"
"society 5.0 sangat membantu manusia dalam kehidupan. Seperti kita tidak perlu membaca buku fisik jika ingin mencari jawaban dari isi kepala kita, tapi kita bisa memakai buku digital yang disediakan oleh jasa pencarian internet.","tidak, ada beberapa profesi yang tidak dapat tergantikan oleh kecerdasan buatan seperti contohnya dokter karena memerluka kontak fisik langsung kepada pasien dan menurut saya kecerdasan buatan ini bukan malah menghilangkan pekerjaan tapi membantu meringankan pekerjaan",iya,"iya, karena lebih memudahkan seorang akuntan dalam membuat laporan keuangan perusahaan","tidak, hanya membantu saja. Karena robotic tidak bisa menguprage kemampuan akuntan dan hanya akuntan sendiri yang dapat mengupragade kemampuannya bisa lewat perantara seperti kecerdasan buatan yang digunakan dalam pekerjaannya."
"Cukup khawatir, karena dalam era tersebut data pribadi akan rentan terpublikasi dan banyaknya pekerjaan profesi yang akan berkurang serta tergantikan pada big data, robotic, dan kecerdasan buatan","Iya, karena terdapat keunggulan tersendiri dari penerapan big data, robotic, dan kecerdasan buatan tersebut daripada manusia","Bisa jadi, karena terdapat alat untuk mengukur kejujuran seperti AI lebih akurat daripada manusia sendiri","Iya, seorang profesi akuntansi khususnya akan selalu mengikuti perkembangan zaman apalagi zaman teknologi yang semakin canggih","Bisa jadi, karena teknologi semakin tahun akan semakin bertambah canggih nantinya"
Munculnya society 5.0 akan memberikan dampak positif dan negatif pada masyarakat,Sangat berdampak,Untuk saat ini masih belum,Iya,Mungkin tapi dalam 10 atau 20 tahun kedepan
"Jasi Konsep Society 5.0 bisa mengatasi tantangan yang dihadapi oleh masyarakat modern, apalagi bagi kita senua selaku mahasiswa. apalagi dgn konsep ini menggabungkan teknologi yang ada, seperti big data, robotika, dan kecerdasan buatan, Society 5.0  menjadi harapan untuk lebih efisein dan maju kedepannya. ","Namun masih aja ada dampak yg buruk, untuk mahasiswa sendiri jadi lebih tergantung dengan jawaban yang instan biasanya saya akses melaui Chat GPT, tapi dampak baiknya saya bisa langsung tau poin dan maksudt dari sesuatu yang akan saya cari jawabannya atau dengan mudah lah intinya.","iya benar, ya itu tadi menjadi ketergantungan dengan robot ","iya perubahan yang ada, semisal chat gpt semakin trend, maka akan semakin banyak robot lainnya yg akan bersaing","bisa saja iya, karena peran akan digantikan robot dan kecerdasan buatan"
"sangat menantikan hal tersebut, manusia jadi lebih terbantu oleh hal tersebut",pastinya,menurut saya iya,"dalam penggunaan teknologi sangat diperlukan untuk mempermudah pekerjaan manusia, dan sebagai akuntan kita perlu kebih berkembang lagi untuk memanfaatkan teknologi tersebut. akuntan bukan hanya sebagai pengelola keuangan tetapi juga dapat sebagai yang membuat program dari teknologi tersebut","pastinya, teknologi pasti akan menggeser peran seorang manusia. tetapi manusia perlu berkembang lebih jauh untuk menjalankan teknologi tersebut."
